Region/Country/AreaId,Region/Country/Area,Type,Year,Series,Value,,Row Labels,Row Labels,,Sum of Value,Column Labels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Row Labels
1,"Total, all countries or areas",Region,2010,Population mid-year estimates (millions),"6,985.60",,2010,Afghanistan,Country,,2010,,,,,,,2010 Total,2015,,,,,,,,2015 Total,2017,,,,,,,,2017 Total,2020,,,,,,,,2020 Total,2022,,,,,,,2022 Total,(blank),(blank) Total,Grand Total,,Afghanistan
14,Eastern Africa,Region,2015,Population mid-year estimates (millions),393.35,,,Latvia,Country,Lao People's Dem. Rep.,35.9,5.8,27.4,6.32,3.14,3.18,101.3,183.04,33.1,6.4,29.4,6.79,3.36,3.42,101.8,237,421.27,,,,,,,,,,31.4,6.9,31.7,7.32,3.63,3.69,101.7,237,423.34,30.6,7.2,32.6,7.53,3.73,3.79,101.6,187.05,,,1214.7,,Latvia
14,Eastern Africa,Region,2015,Population mid-year estimates for males (millions),194.84,,,Lebanon,Country,Latin America & the Caribbean,27.7,10,29.1,590.55,298.78,291.77,97.7,1345.6,25.6,11.3,30.7,623.08,315.55,307.53,97.5,20546,21957.26,,,,,,,,,,23.9,12.9,32.2,651.84,330.52,321.31,97.2,20139,21608.87,23.2,13.4,32.6,660.27,335.14,325.13,97,1486.74,,,46398.47,,Lebanon
14,Eastern Africa,Region,2015,Population mid-year estimates for females (millions),198.51,,,Lesotho,Country,Latvia,14.2,24.3,33.8,2.1,1.14,0.96,83.7,160.2,15,26.2,32,1.99,1.08,0.91,84.6,65,226.78,,,,,,,,,,15.7,28.4,30.5,1.9,1.02,0.88,86,65,229.4,15.6,29.1,29.7,1.85,0.99,0.86,86.5,164.6,,,780.98,,Lesotho
14,Eastern Africa,Region,2015,Sex ratio (males per 100 females),98.2,,,Liberia,Country,Lebanon,25.8,9,488.3,5,2.52,2.48,98.4,631.5,24.8,10.9,625.5,6.4,3.23,3.17,98.4,10,782.4,,,,,,,,,,27.8,13.6,553.6,5.66,2.91,2.75,94.3,10,710.62,27.4,14.4,536.6,5.49,2.83,2.66,94.2,683.58,,,2808.1,,Liberia
14,Eastern Africa,Region,2015,Population aged 0 to 14 years old (percentage),43.8,,,Libya,Country,Lesotho,36.1,6.3,66.6,2.02,1.03,0.99,96.2,209.24,35.1,6.3,69.8,2.12,1.08,1.04,97,30,242.44,,,,,,,,,,34.2,6.6,74.2,2.25,1.14,1.11,97.4,30,246.9,34,6.6,75.9,2.31,1.17,1.14,97.4,218.52,,,917.1,,Libya
14,Eastern Africa,Region,2015,Population aged 60+ years old (percentage),4.3,,,Liechtenstein,Country,Liberia,43.3,5.4,41.7,4.02,2.03,1.99,97.9,196.34,42.6,5.2,47.9,4.61,2.32,2.29,98.5,111,314.42,,,,,,,,,,41.5,5.1,52.8,5.09,2.56,2.53,99,111,319.58,40.5,5.1,55.1,5.3,2.66,2.64,99.2,210.5,,,1040.84,,Liechtenstein
14,Eastern Africa,Region,2015,Population density,59.1,,,Lithuania,Country,Libya,29.9,5.9,3.9,6.49,3.19,3.3,103.4,156.08,31.6,6.7,3.7,6.19,3.05,3.15,103.2,1676,1833.59,,,,,,,,,,29.4,7.3,4,6.65,3.28,3.37,102.6,1676,1832.6,28.3,7.7,4.1,6.81,3.37,3.45,102.4,156.13,,,3978.4,,Lithuania
14,Eastern Africa,Region,2015,Surface area (thousand km2),"7,005",,,Luxembourg,Country,Liechtenstein,16.3,19.7,224.5,0.04,0.02,0.02,97.8,358.38,15,22.5,233.5,0.04,0.02,0.02,98.3,0,369.38,,,,,,,,,,14.6,25.4,242.2,0.04,0.02,0.02,98.4,0,380.68,14.5,26.6,245.8,0.04,0.02,0.02,98.4,385.38,,,1493.82,,Luxembourg
14,Eastern Africa,Region,2020,Population mid-year estimates (millions),449.29,,,Madagascar,Country,Lithuania,14.9,23.3,50.1,3.14,1.7,1.44,85,179.58,14.5,25.1,47.3,2.96,1.59,1.37,86.2,65,244.02,,,,,,,,,,15.1,27.6,45,2.82,1.5,1.32,88.1,65,246.44,15.3,28.5,43.9,2.75,1.46,1.29,88.6,181.8,,,851.84,,Madagascar
14,Eastern Africa,Region,2020,Population mid-year estimates for males (millions),222.75,,,Malawi,Country,Luxembourg,17.7,18.9,195.8,0.51,0.25,0.25,99,332.41,16.6,19.3,219.8,0.57,0.28,0.29,100.6,3,360.44,,,,,,,,,,16,20.1,243.4,0.63,0.31,0.32,101.3,3,385.06,15.8,20.8,250,0.65,0.32,0.33,101.3,389.2,,,1467.11,,Malawi
14,Eastern Africa,Region,2020,Population mid-year estimates for females (millions),226.54,,,Malaysia,Country,Madagascar,43.2,4.3,37.4,21.73,10.82,10.91,100.8,229.16,41.3,4.7,42.7,24.85,12.38,12.47,100.7,587,826.1,,,,,,,,,,39.7,5.2,48.5,28.23,14.08,14.15,100.5,587,837.36,39.1,5.3,50.9,29.61,14.78,14.84,100.4,254.93,,,2147.55,,Malaysia
